format=1 tracks=8 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 207
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 35
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 35
BA    1   CR         0   TR  6   CH  6   NT  F--         47/96   von=99   voff=99
BA    1   CR         0   TR  7   CH 16   Text type 3: "This file, I dedicate to the Battletoads, I guess!  Heh."
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   NT  F#-         47/96   von=99   voff=99
BA    1   CR         0   TR  7   CH 10   NT  Eb-         47/96   voff=99
BA    1   CR         0   TR  7   CH 10   NT  E-          47/96   voff=99
BA    1   CR         0   TR  7   CH 10   NT  C#-         47/96   voff=99
BA    1   CR         0   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA    1   CR       1/2   TR  1   CH  1   NT  G           47/96   voff=99
BA    1   CR       1/2   TR  2   CH  2   NT  G           47/96   voff=99
BA    1   CR       1/2   TR  3   CH  3   NT  F           47/96   voff=99
BA    1   CR       1/2   TR  4   CH  4   NT  F           47/96   voff=99
BA    1   CR       1/2   TR  5   CH  5   NT  D-          47/96   voff=99
BA    1   CR       1/2   TR  6   CH  6   NT  D-          47/96   voff=99
BA    1   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    1   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR       1/2   TR  7   CH 10   NT  E--         47/96   voff=99
BA    1   CR       1/2   TR  7   CH 10   NT  D--         47/96   voff=99
BA    1   CR         1   TR  1   CH  1   NT  G-          47/96   voff=99
BA    1   CR         1   TR  2   CH  2   NT  G-          47/96   voff=99
BA    1   CR         1   TR  3   CH  3   NT  G-          47/96   voff=99
BA    1   CR         1   TR  4   CH  4   NT  G-          47/96   voff=99
BA    1   CR         1   TR  5   CH  5   NT  G--         47/96   voff=99
BA    1   CR         1   TR  6   CH  6   NT  G--         47/96   voff=99
BA    1   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    1   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA    1   CR     1+1/2   TR  1   CH  1   NT  G-          47/96   voff=99
BA    1   CR     1+1/2   TR  2   CH  2   NT  G-          47/96   voff=99
BA    1   CR     1+1/2   TR  3   CH  3   NT  G-          47/96   voff=99
BA    1   CR     1+1/2   TR  4   CH  4   NT  G-          47/96   voff=99
BA    1   CR     1+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA    1   CR     1+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA    1   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    1   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    1   CR         2   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    1   CR         2   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    1   CR         2   TR  3   CH  3   NT  G           47/96   voff=99
BA    1   CR         2   TR  4   CH  4   NT  G           47/96   voff=99
BA    1   CR         2   TR  5   CH  5   NT  F-          47/96   voff=99
BA    1   CR         2   TR  6   CH  6   NT  F-          47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  Eb-         47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  E-          47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  C#-         47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  D--         47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA    1   CR         2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    1   CR     2+1/2   TR  1   CH  1   NT  G-          47/96   voff=99
BA    1   CR     2+1/2   TR  2   CH  2   NT  G-          47/96   voff=99
BA    1   CR     2+1/2   TR  3   CH  3   NT  A-          47/96   voff=99
BA    1   CR     2+1/2   TR  4   CH  4   NT  A-          47/96   voff=99
BA    1   CR     2+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA    1   CR     2+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA    1   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    1   CR         3   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    1   CR         3   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    1   CR         3   TR  3   CH  3   NT  G           47/96   voff=99
BA    1   CR         3   TR  4   CH  4   NT  G           47/96   voff=99
BA    1   CR         3   TR  5   CH  5   NT  F-          47/96   voff=99
BA    1   CR         3   TR  6   CH  6   NT  F-          47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  C#-         47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  E-          47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  Eb-         47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  D--         47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  E--         47/96   voff=99
BA    1   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    1   CR     3+1/2   TR  1   CH  1   NT  C'          47/96   voff=99
BA    1   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA    1   CR     3+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA    1   CR     3+1/2   TR  4   CH  4   NT  Bb          47/96   voff=99
BA    1   CR     3+1/2   TR  5   CH  5   NT  G-          47/96   voff=99
BA    1   CR     3+1/2   TR  6   CH  6   NT  G-          47/96   voff=99
BA    1   CR     3+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    1   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    1   CR     3+1/2   TR  7   CH 10   NT  D--         47/96   voff=99
BA    1   CR     3+1/2   TR  7   CH 10   NT  E--         47/96   voff=99

BA    2   CR         0   TR  1   CH  1   NT  Bb--        47/96   voff=99
BA    2   CR         0   TR  2   CH  2   NT  Bb--        47/96   voff=99
BA    2   CR         0   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA    2   CR         0   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA    2   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    2   CR         0   TR  7   CH 10   NT  C#-         47/96   voff=99
BA    2   CR         0   TR  7   CH 10   NT  E-          47/96   voff=99
BA    2   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA    2   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA    2   CR       1/2   TR  1   CH  1   NT  C-          47/96   voff=99
BA    2   CR       1/2   TR  2   CH  2   NT  C-          47/96   voff=99
BA    2   CR       1/2   TR  3   CH  3   NT  Bb--        47/96   von=68   voff=68
BA    2   CR       1/2   TR  4   CH  4   NT  Bb-         47/96   von=68   voff=68
BA    2   CR       1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA    2   CR       1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA    2   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    2   CR         1   TR  1   CH  1   NT  C-          47/96   voff=99
BA    2   CR         1   TR  2   CH  2   NT  C-          47/96   voff=99
BA    2   CR         1   TR  3   CH  3   NT  C-          47/96   voff=68
BA    2   CR         1   TR  4   CH  4   NT  C           47/96   voff=68
BA    2   CR         1   TR  5   CH  5   NT  C-          47/96   voff=99
BA    2   CR         1   TR  6   CH  6   NT  C-          47/96   voff=99
BA    2   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    2   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA    2   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    2   CR     1+1/2   TR  1   CH  1   NT  C-          47/96   voff=99
BA    2   CR     1+1/2   TR  2   CH  2   NT  C-          47/96   voff=99
BA    2   CR     1+1/2   TR  3   CH  3   NT  C-          47/96   voff=68
BA    2   CR     1+1/2   TR  4   CH  4   NT  C           47/96   voff=68
BA    2   CR     1+1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA    2   CR     1+1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA    2   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    2   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    2   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    2   CR         2   TR  1   CH  1   NT  C-        1+47/96   voff=99
BA    2   CR         2   TR  2   CH  2   NT  C-        1+47/96   voff=99
BA    2   CR         2   TR  3   CH  3   NT  C-          47/96   voff=68
BA    2   CR         2   TR  4   CH  4   NT  C           47/96   voff=68
BA    2   CR         2   TR  5   CH  5   NT  C-        1+47/96   voff=99
BA    2   CR         2   TR  6   CH  6   NT  C-        1+47/96   voff=99
BA    2   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA    2   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA    2   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA    2   CR         2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    2   CR     2+1/2   TR  3   CH  3   NT  C-        1+47/96   voff=68
BA    2   CR     2+1/2   TR  4   CH  4   NT  C         1+47/96   voff=68
BA    2   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    2   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    2   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    2   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA    2   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    2   CR     3+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    2   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99

BA    3   CR         0   TR  1   CH  1   NT  Bb--        47/96   voff=99
BA    3   CR         0   TR  2   CH  2   NT  Bb--        47/96   voff=99
BA    3   CR         0   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA    3   CR         0   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA    3   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA    3   CR       1/2   TR  1   CH  1   NT  C-          47/96   voff=99
BA    3   CR       1/2   TR  2   CH  2   NT  C-          47/96   voff=99
BA    3   CR       1/2   TR  3   CH  3   NT  Bb--        47/96   voff=68
BA    3   CR       1/2   TR  4   CH  4   NT  Bb-         47/96   voff=68
BA    3   CR       1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA    3   CR       1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA    3   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    3   CR       1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    3   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    3   CR         1   TR  1   CH  1   NT  C-          47/96   voff=99
BA    3   CR         1   TR  2   CH  2   NT  C-          47/96   voff=99
BA    3   CR         1   TR  3   CH  3   NT  C-          47/96   voff=68
BA    3   CR         1   TR  4   CH  4   NT  C           47/96   voff=68
BA    3   CR         1   TR  5   CH  5   NT  C-          47/96   voff=99
BA    3   CR         1   TR  6   CH  6   NT  C-          47/96   voff=99
BA    3   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    3   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA    3   CR     1+1/2   TR  1   CH  1   NT  C-          47/96   voff=99
BA    3   CR     1+1/2   TR  2   CH  2   NT  C-          47/96   voff=99
BA    3   CR     1+1/2   TR  3   CH  3   NT  C-          47/96   voff=68
BA    3   CR     1+1/2   TR  4   CH  4   NT  C           47/96   voff=68
BA    3   CR     1+1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA    3   CR     1+1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA    3   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    3   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    3   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    3   CR         2   TR  1   CH  1   NT  Eb-         95/96   voff=99
BA    3   CR         2   TR  2   CH  2   NT  Eb-         95/96   voff=99
BA    3   CR         2   TR  3   CH  3   NT  C-          47/96   voff=68
BA    3   CR         2   TR  4   CH  4   NT  C           47/96   voff=68
BA    3   CR         2   TR  5   CH  5   NT  Eb-         95/96   voff=99
BA    3   CR         2   TR  6   CH  6   NT  Eb-         95/96   voff=99
BA    3   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA    3   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA    3   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA    3   CR     2+1/2   TR  3   CH  3   NT  Eb-         95/96   voff=68
BA    3   CR     2+1/2   TR  4   CH  4   NT  Eb          95/96   voff=68
BA    3   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    3   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA    3   CR     2+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    3   CR         3   TR  1   CH  1   NT  C-          47/96   voff=99
BA    3   CR         3   TR  2   CH  2   NT  C-          47/96   voff=99
BA    3   CR         3   TR  5   CH  5   NT  C-          47/96   voff=99
BA    3   CR         3   TR  6   CH  6   NT  C-          47/96   voff=99
BA    3   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA    3   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    3   CR     3+1/2   TR  1   CH  1   NT  Bb--        47/96   voff=99
BA    3   CR     3+1/2   TR  2   CH  2   NT  Bb--        47/96   voff=99
BA    3   CR     3+1/2   TR  3   CH  3   NT  C-          47/96   voff=68
BA    3   CR     3+1/2   TR  4   CH  4   NT  C           47/96   voff=68
BA    3   CR     3+1/2   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA    3   CR     3+1/2   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA    3   CR     3+1/2   TR  7   CH 10   NT  F#--        47/96   voff=99
BA    3   CR     3+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99

BA    4   CR         0   TR  1   CH  1   NT  F--         47/96   voff=99
BA    4   CR         0   TR  2   CH  2   NT  F--         47/96   voff=99
BA    4   CR         0   TR  3   CH  3   NT  Bb--        47/96   voff=68
BA    4   CR         0   TR  4   CH  4   NT  Bb-         47/96   voff=68
BA    4   CR         0   TR  5   CH  5   NT  F--         47/96   voff=99
BA    4   CR         0   TR  6   CH  6   NT  F--         47/96   voff=99
BA    4   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA    4   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA    4   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    4   CR       1/2   TR  1   CH  1   NT  G--         47/96   voff=99
BA    4   CR       1/2   TR  2   CH  2   NT  G--         47/96   voff=99
BA    4   CR       1/2   TR  3   CH  3   NT  F--         47/96   voff=68
BA    4   CR       1/2   TR  4   CH  4   NT  F-          47/96   voff=68
BA    4   CR       1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA    4   CR       1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA    4   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    4   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    4   CR         1   TR  1   CH  1   NT  G--         47/96   voff=99
BA    4   CR         1   TR  2   CH  2   NT  G--         47/96   voff=99
BA    4   CR         1   TR  3   CH  3   NT  G--         47/96   voff=68
BA    4   CR         1   TR  4   CH  4   NT  G-          47/96   voff=68
BA    4   CR         1   TR  5   CH  5   NT  G--         47/96   voff=99
BA    4   CR         1   TR  6   CH  6   NT  G--         47/96   voff=99
BA    4   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA    4   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA    4   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA    4   CR     1+1/2   TR  1   CH  1   NT  G--         47/96   voff=99
BA    4   CR     1+1/2   TR  2   CH  2   NT  G--         47/96   voff=99
BA    4   CR     1+1/2   TR  3   CH  3   NT  G--         47/96   voff=68
BA    4   CR     1+1/2   TR  4   CH  4   NT  G-          47/96   voff=68
BA    4   CR     1+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
