format=1 tracks=8 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 150
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI out"
BA    6   CR     2+3/4   TR  3   CH  3   NT  G#''        11/96
BA    6   CR     2+3/4   TR  7   CH 10   NT  F#--        23/96
BA    6   CR     2+3/4   TR  7   CH 10   NT  B---        23/96
BA    6   CR         3   TR  2   CH  2   NT  G#---       19/96
BA    6   CR         3   TR  3   CH  3   NT  G#''        11/96
BA    6   CR         3   TR  7   CH 10   NT  F#--        23/96
BA    6   CR         3   TR  7   CH 10   NT  B---        23/96
BA    6   CR         3   TR  7   CH 10   NT  E--         23/96
BA    6   CR     3+1/2   TR  3   CH  3   NT  G#''        11/96
BA    6   CR     3+1/2   TR  7   CH 10   NT  F#--        23/96
BA    6   CR     3+3/4   TR  2   CH  2   NT  Eb---       19/96
BA    6   CR     3+3/4   TR  7   CH 10   NT  F#--        23/96
BA    6   CR     3+3/4   TR  7   CH 10   NT  B---        23/96

BA    7   CR         0   TR  1   CH  1   NT  G#'         11/96
BA    7   CR         0   TR  2   CH  2   NT  G#---       19/96
BA    7   CR         0   TR  3   CH  3   NT  E'''        11/96
BA    7   CR         0   TR  7   CH 10   NT  F#--        23/96
BA    7   CR         0   TR  7   CH 10   NT  B---        23/96
BA    7   CR       1/4   TR  7   CH 10   NT  F#--        23/96
BA    7   CR       1/2   TR  3   CH  3   NT  E'''        11/96
BA    7   CR       1/2   TR  7   CH 10   NT  F#--        23/96
BA    7   CR       3/4   TR  1   CH  1   NT  G#'         11/96
BA    7   CR       3/4   TR  2   CH  2   NT  Eb---       19/96
BA    7   CR       3/4   TR  3   CH  3   NT  A''         11/96
BA    7   CR       3/4   TR  7   CH 10   NT  F#--        23/96
BA    7   CR       3/4   TR  7   CH 10   NT  B---        23/96
BA    7   CR         1   TR  2   CH  2   NT  G#---       19/96
BA    7   CR         1   TR  7   CH 10   NT  F#--        23/96
BA    7   CR         1   TR  7   CH 10   NT  B---        23/96
BA    7   CR         1   TR  7   CH 10   NT  E--         23/96
BA    7   CR     1+1/4   TR  3   CH  3   NT  A''         11/96
BA    7   CR     1+1/2   TR  1   CH  1   NT  G#'         11/96
BA    7   CR     1+1/2   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     1+3/4   TR  2   CH  2   NT  Eb---       19/96
BA    7   CR     1+3/4   TR  3   CH  3   NT  F'''        11/96
BA    7   CR     1+3/4   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     1+3/4   TR  7   CH 10   NT  B---        23/96
BA    7   CR         2   TR  2   CH  2   NT  G#---       19/96
BA    7   CR         2   TR  7   CH 10   NT  F#--        23/96
BA    7   CR         2   TR  7   CH 10   NT  B---        23/96
BA    7   CR     2+1/4   TR  3   CH  3   NT  F'''        11/96
BA    7   CR     2+1/4   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     2+1/2   TR  1   CH  1   NT  G#'         11/96
BA    7   CR     2+1/2   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     2+3/4   TR  2   CH  2   NT  Eb---       19/96
BA    7   CR     2+3/4   TR  3   CH  3   NT  Bb''        11/96
BA    7   CR     2+3/4   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     2+3/4   TR  7   CH 10   NT  B---        23/96
BA    7   CR         3   TR  2   CH  2   NT  G#---       19/96
BA    7   CR         3   TR  3   CH  3   NT  Bb''        11/96
BA    7   CR         3   TR  7   CH 10   NT  F#--        23/96
BA    7   CR         3   TR  7   CH 10   NT  B---        23/96
BA    7   CR         3   TR  7   CH 10   NT  E--         23/96
BA    7   CR     3+1/2   TR  3   CH  3   NT  Bb''        11/96
BA    7   CR     3+1/2   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     3+3/4   TR  2   CH  2   NT  Eb---       19/96
BA    7   CR     3+3/4   TR  7   CH 10   NT  F#--        23/96
BA    7   CR     3+3/4   TR  7   CH 10   NT  B---        23/96

BA    8   CR         0   TR  4   CH  6   NT  G#          19/96   von=100
BA    8   CR         0   TR  6   CH  7   NT  F'          19/96   von=100
BA    8   CR         0   TR  7   CH 10   NT  E--         23/96
BA    8   CR       1/4   TR  4   CH  6   NT  G           19/96
BA    8   CR       1/4   TR  5   CH  8   NT  G#          19/96   von=100
BA    8   CR       1/4   TR  6   CH  7   NT  E'          19/96
BA    8   CR       1/4   TR  7   CH 10   NT  E--         23/96
BA    8   CR       1/2   TR  4   CH  6   NT  G#          19/96
BA    8   CR       1/2   TR  5   CH  8   NT  G           19/96
BA    8   CR       1/2   TR  6   CH  7   NT  F'          19/96
BA    8   CR       1/2   TR  7   CH 10   NT  E--         23/96
BA    8   CR       3/4   TR  4   CH  6   NT  D'          19/96
BA    8   CR       3/4   TR  5   CH  8   NT  G#          19/96
BA    8   CR       3/4   TR  6   CH  7   NT  Bb'         19/96
BA    8   CR       3/4   TR  7   CH 10   NT  E--         23/96
BA    8   CR         1   TR  5   CH  8   NT  D'          19/96
BA    8   CR     1+1/4   TR  4   CH  6   NT  F           19/96
BA    8   CR     1+1/4   TR  6   CH  7   NT  D'          19/96
BA    8   CR     1+1/4   TR  7   CH 10   NT  B---        23/96
BA    8   CR     1+1/2   TR  5   CH  8   NT  F           19/96
BA    8   CR     1+3/4   TR  4   CH  6   NT  G           19/96
BA    8   CR     1+3/4   TR  6   CH  7   NT  Eb'         19/96
BA    8   CR     1+3/4   TR  7   CH 10   NT  E--         23/96
BA    8   CR         2   TR  5   CH  8   NT  G           19/96
BA    8   CR     2+3/4   TR  4   CH  6   NT  G'          19/96
BA    8   CR     2+3/4   TR  6   CH  7   NT  Eb''        19/96
BA    8   CR     2+3/4   TR  7   CH 10   NT  E--         19/96
BA    8   CR         3   TR  4   CH  6   NT  G'          19/96
BA    8   CR         3   TR  5   CH  8   NT  G'          19/96
BA    8   CR         3   TR  6   CH  7   NT  Eb''        19/96
BA    8   CR         3   TR  7   CH 10   NT  E--         19/96
BA    8   CR     3+1/4   TR  5   CH  8   NT  G'          19/96

BA    9   CR         0   TR  1   CH  1   ST &B0 &65 &00
BA    9   CR         0   TR  1   CH  1   ST &B0 &64 &00
BA    9   CR         0   TR  1   CH  1   ST &B0 &06 &0C
BA    9   CR         0   TR  1   CH  1   ST &B0 &0A &40
BA    9   CR         0   TR  1   CH  1   Channel volume 85
BA    9   CR         0   TR  1   CH  1   ST &E0 &00 &40
BA    9   CR         0   TR  1   CH  1   Instrument 81
BA    9   CR         0   TR  2   CH  2   ST &B1 &65 &00
BA    9   CR         0   TR  2   CH  2   ST &B1 &64 &00
BA    9   CR         0   TR  2   CH  2   ST &B1 &06 &0C
BA    9   CR         0   TR  2   CH  2   ST &B1 &0A &40
BA    9   CR         0   TR  2   CH  2   Channel volume 103
BA    9   CR         0   TR  2   CH  2   ST &E1 &00 &40
BA    9   CR         0   TR  2   CH  2   Instrument 81
BA    9   CR         0   TR  3   CH  3   ST &B2 &65 &00
BA    9   CR         0   TR  3   CH  3   ST &B2 &64 &00
BA    9   CR         0   TR  3   CH  3   ST &B2 &06 &0C
BA    9   CR         0   TR  3   CH  3   ST &B2 &0A &40
BA    9   CR         0   TR  3   CH  3   Channel volume 86
BA    9   CR         0   TR  3   CH  3   ST &E2 &00 &40
BA    9   CR         0   TR  3   CH  3   Instrument 40
BA    9   CR         0   TR  4   CH  6   ST &B5 &65 &00
BA    9   CR         0   TR  4   CH  6   ST &B5 &64 &00
BA    9   CR         0   TR  4   CH  6   ST &B5 &06 &0C
BA    9   CR         0   TR  4   CH  6   ST &B5 &0A &40
BA    9   CR         0   TR  4   CH  6   Channel volume 116
BA    9   CR         0   TR  4   CH  6   ST &E5 &00 &40
BA    9   CR         0   TR  4   CH  6   Instrument 68
BA    9   CR         0   TR  5   CH  8   ST &B7 &65 &00
BA    9   CR         0   TR  5   CH  8   ST &B7 &64 &00
BA    9   CR         0   TR  5   CH  8   ST &B7 &06 &0C
BA    9   CR         0   TR  5   CH  8   ST &B7 &0A &40
BA    9   CR         0   TR  5   CH  8   Channel volume 50
BA    9   CR         0   TR  5   CH  8   ST &E7 &00 &40
BA    9   CR         0   TR  5   CH  8   Instrument 82
BA    9   CR         0   TR  6   CH  7   ST &B6 &65 &00
BA    9   CR         0   TR  6   CH  7   ST &B6 &64 &00
BA    9   CR         0   TR  6   CH  7   ST &B6 &06 &0C
BA    9   CR         0   TR  6   CH  7   ST &B6 &0A &40
BA    9   CR         0   TR  6   CH  7   Channel volume 105
BA    9   CR         0   TR  6   CH  7   ST &E6 &00 &40
BA    9   CR         0   TR  6   CH  7   Instrument 82
BA    9   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    9   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    9   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    9   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    9   CR         0   TR  7   CH 10   Channel volume 100
BA    9   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &65 &00
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &64 &00
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &06 &0C
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &0A &40
BA    9   CR      1/96   TR  1   CH  1   Channel volume 85
BA    9   CR      1/96   TR  1   CH  1   ST &E0 &00 &40
BA    9   CR      1/96   TR  1   CH  1   Instrument 81
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &65 &00
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &64 &00
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &06 &0C
BA    9   CR      1/96   TR  1   CH  1   ST &B0 &0A &40
BA    9   CR      1/96   TR  1   CH  1   Channel volume 85
BA    9   CR      1/96   TR  1   CH  1   ST &E0 &00 &40
BA    9   CR      1/96   TR  1   CH  1   Instrument 81
BA    9   CR      1/96   TR  1   CH 16   End of track
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &65 &00
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &64 &00
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &06 &0C
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &0A &40
BA    9   CR      1/96   TR  2   CH  2   Channel volume 103
BA    9   CR      1/96   TR  2   CH  2   ST &E1 &00 &40
BA    9   CR      1/96   TR  2   CH  2   Instrument 81
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &65 &00
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &64 &00
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &06 &0C
BA    9   CR      1/96   TR  2   CH  2   ST &B1 &0A &40
BA    9   CR      1/96   TR  2   CH  2   Channel volume 103
BA    9   CR      1/96   TR  2   CH  2   ST &E1 &00 &40
BA    9   CR      1/96   TR  2   CH  2   Instrument 81
BA    9   CR      1/96   TR  2   CH 16   End of track
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &65 &00
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &64 &00
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &06 &0C
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &0A &40
BA    9   CR      1/96   TR  3   CH  3   Channel volume 86
BA    9   CR      1/96   TR  3   CH  3   ST &E2 &00 &40
BA    9   CR      1/96   TR  3   CH  3   Instrument 40
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &65 &00
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &64 &00
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &06 &0C
BA    9   CR      1/96   TR  3   CH  3   ST &B2 &0A &40
BA    9   CR      1/96   TR  3   CH  3   Channel volume 86
BA    9   CR      1/96   TR  3   CH  3   ST &E2 &00 &40
BA    9   CR      1/96   TR  3   CH  3   Instrument 40
BA    9   CR      1/96   TR  3   CH 16   End of track
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &65 &00
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &64 &00
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &06 &0C
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &0A &40
BA    9   CR      1/96   TR  4   CH  6   Channel volume 116
BA    9   CR      1/96   TR  4   CH  6   ST &E5 &00 &40
BA    9   CR      1/96   TR  4   CH  6   Instrument 68
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &65 &00
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &64 &00
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &06 &0C
BA    9   CR      1/96   TR  4   CH  6   ST &B5 &0A &40
BA    9   CR      1/96   TR  4   CH  6   Channel volume 116
BA    9   CR      1/96   TR  4   CH  6   ST &E5 &00 &40
BA    9   CR      1/96   TR  4   CH  6   Instrument 68
BA    9   CR      1/96   TR  4   CH 16   End of track
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &65 &00
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &64 &00
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &06 &0C
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &0A &40
BA    9   CR      1/96   TR  5   CH  8   Channel volume 50
BA    9   CR      1/96   TR  5   CH  8   ST &E7 &00 &40
BA    9   CR      1/96   TR  5   CH  8   Instrument 82
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &65 &00
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &64 &00
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &06 &0C
BA    9   CR      1/96   TR  5   CH  8   ST &B7 &0A &40
BA    9   CR      1/96   TR  5   CH  8   Channel volume 50
BA    9   CR      1/96   TR  5   CH  8   ST &E7 &00 &40
BA    9   CR      1/96   TR  5   CH  8   Instrument 82
BA    9   CR      1/96   TR  5   CH 16   End of track
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &65 &00
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &64 &00
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &06 &0C
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &0A &40
BA    9   CR      1/96   TR  6   CH  7   Channel volume 105
BA    9   CR      1/96   TR  6   CH  7   ST &E6 &00 &40
BA    9   CR      1/96   TR  6   CH  7   Instrument 82
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &65 &00
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &64 &00
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &06 &0C
BA    9   CR      1/96   TR  6   CH  7   ST &B6 &0A &40
BA    9   CR      1/96   TR  6   CH  7   Channel volume 105
BA    9   CR      1/96   TR  6   CH  7   ST &E6 &00 &40
BA    9   CR      1/96   TR  6   CH  7   Instrument 82
BA    9   CR      1/96   TR  6   CH 16   End of track
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &65 &00
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &64 &00
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &06 &0C
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &0A &40
BA    9   CR      1/96   TR  7   CH 10   Channel volume 100
BA    9   CR      1/96   TR  7   CH 10   ST &E9 &00 &40
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &65 &00
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &64 &00
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &06 &0C
BA    9   CR      1/96   TR  7   CH 10   ST &B9 &0A &40
BA    9   CR      1/96   TR  7   CH 10   Channel volume 100
BA    9   CR      1/96   TR  7   CH 10   ST &E9 &00 &40
BA    9   CR      1/96   TR  7   CH 16   End of track
# Successfully parsed
# Duration = 12.8042 seconds
