format=1 tracks=9 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 157
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  7   CH  9   Instrument 45
BA    1   CR         0   TR  7   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  7   CH  9   ST &B8 &64 &00
BA    1   CR         0   TR  7   CH  9   ST &B8 &06 &0C
BA    1   CR         0   TR  7   CH  9   ST &B8 &0A &4B
BA    1   CR         0   TR  7   CH  9   Channel volume 100
BA    1   CR         0   TR  7   CH  9   ST &E8 &00 &40
BA    1   CR         0   TR  7   CH  9   Instrument 45
BA    1   CR         0   TR  7   CH  9   NT  G--         47/96   von=127   voff=127
BA    1   CR         0   TR  8   CH 16   Text type 3: "entirely by ear!  No MIDI basis or anything!""
BA    1   CR         0   TR  8   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  8   CH 10   Channel volume 100
BA    1   CR         0   TR  8   CH 10   ST &E9 &43 &3F
BA    1   CR         0   TR  8   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  8   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  8   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  8   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  8   CH 10   Channel volume 100
BA    1   CR         0   TR  8   CH 10   ST &E9 &43 &3F
BA    1   CR         0   TR  8   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  8   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  8   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  8   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  8   CH 10   Channel volume 100
BA    1   CR         0   TR  8   CH 10   ST &E9 &43 &3F
BA    1   CR         0   TR  8   CH 10   ST &E9 &5D &3E
BA    1   CR         0   TR  8   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  8   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  8   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  8   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  8   CH 10   Channel volume 100
BA    1   CR         0   TR  8   CH 10   ST &E9 &5D &3E
BA    1   CR         0   TR  8   CH 10   ST &E9 &5D &3E
BA    1   CR         0   TR  8   CH 10   NT  E-          23/96   von=127   voff=127
BA    1   CR         0   TR  8   CH 10   NT  C#-         23/96   voff=127
BA    1   CR         0   TR  8   CH 10   NT  A-          23/96   voff=127
BA    1   CR       1/2   TR  6   CH  8   NT  G--         23/96   voff=127
BA    1   CR       1/2   TR  7   CH  9   NT  G--         23/96   voff=127
BA    1   CR       3/4   TR  6   CH  8   NT  G--         23/96   voff=127
BA    1   CR       3/4   TR  7   CH  9   NT  G--         23/96   voff=127
BA    1   CR         1   TR  6   CH  8   NT  G-          71/96   von=126   voff=126
BA    1   CR         1   TR  7   CH  9   NT  G-          71/96   von=126   voff=126
BA    1   CR     1+1/2   TR  6   CH  8   NT  G--         47/96   voff=126
BA    1   CR     1+1/2   TR  7   CH  9   NT  G--         47/96   voff=126
BA    1   CR     2+1/2   TR  6   CH  8   NT  G--         47/96   voff=126
BA    1   CR     2+1/2   TR  7   CH  9   NT  G--         47/96   voff=126
BA    1   CR         3   TR  6   CH  8   NT  G-          71/96   voff=126
BA    1   CR         3   TR  7   CH  9   NT  G-          71/96   voff=126
BA    1   CR     3+1/2   TR  6   CH  8   NT  G--         47/96   voff=126
BA    1   CR     3+1/2   TR  7   CH  9   NT  G--         47/96   voff=126

BA    2   CR         0   TR  6   CH  8   NT  G--         47/96   von=127   voff=127
BA    2   CR         0   TR  7   CH  9   NT  G--         47/96   von=127   voff=127
BA    2   CR       1/2   TR  6   CH  8   NT  G--         23/96   voff=127
BA    2   CR       1/2   TR  7   CH  9   NT  G--         23/96   voff=127
BA    2   CR       3/4   TR  6   CH  8   NT  G--         23/96   voff=127
BA    2   CR       3/4   TR  7   CH  9   NT  G--         23/96   voff=127
BA    2   CR         1   TR  6   CH  8   NT  G#-         71/96   voff=127
BA    2   CR         1   TR  7   CH  9   NT  G#-         71/96   voff=127
BA    2   CR     1+1/2   TR  6   CH  8   NT  G--         47/96   voff=127
BA    2   CR     1+1/2   TR  7   CH  9   NT  G--         47/96   voff=127
BA    2   CR     2+1/2   TR  6   CH  8   NT  G--         47/96   voff=127
BA    2   CR     2+1/2   TR  7   CH  9   NT  G--         47/96   voff=127
BA    2   CR         3   TR  6   CH  8   NT  G#-         71/96   voff=127
BA    2   CR         3   TR  7   CH  9   NT  G#-         71/96   voff=127
BA    2   CR     3+1/2   TR  6   CH  8   NT  G--         47/96   voff=127
BA    2   CR     3+1/2   TR  7   CH  9   NT  G--         47/96   voff=127

BA    3   CR         0   TR  6   CH  8   NT  G--         47/96   voff=127
BA    3   CR         0   TR  7   CH  9   NT  G--         47/96   voff=127
BA    3   CR         0   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR         0   TR  8   CH 10   NT  F#--        23/96   voff=127
BA    3   CR      1/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      1/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      1/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      1/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      5/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      1/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      7/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      1/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      3/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      5/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     11/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/8   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     13/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      7/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      5/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/6   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     17/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      3/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     19/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      5/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      7/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     11/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     23/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/4   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/4   TR  8   CH 10   NT  F#--        23/96   voff=127
BA    3   CR     25/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     13/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      9/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      7/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     29/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      5/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     31/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/3   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     11/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     17/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     35/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       3/8   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     37/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     19/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     13/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      5/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     41/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      7/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     43/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     11/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     15/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     23/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     47/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/2   TR  6   CH  8   NT  G--         23/96   voff=127
BA    3   CR       1/2   TR  7   CH  9   NT  G--         23/96   voff=127
BA    3   CR       1/2   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       1/2   TR  8   CH 10   NT  F#--        23/96   von=126   voff=126
BA    3   CR     49/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     25/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     17/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     13/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     53/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      9/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     55/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR      7/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     19/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     29/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     59/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       5/8   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     61/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     31/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     21/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       2/3   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     65/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     11/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     67/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     17/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     23/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     35/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     71/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       3/4   TR  6   CH  8   NT  G--         23/96   voff=127
BA    3   CR       3/4   TR  7   CH  9   NT  G--         23/96   voff=127
BA    3   CR       3/4   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       3/4   TR  8   CH 10   NT  F#--        23/96   voff=126
BA    3   CR     73/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     37/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     25/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     19/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     77/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     13/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     79/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       5/6   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     27/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     41/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     83/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR       7/8   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     85/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     43/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     29/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     11/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     89/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     15/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     91/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     23/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     31/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     47/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     95/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR         1   TR  6   CH  8   NT  Bb-         71/96   voff=127
BA    3   CR         1   TR  7   CH  9   NT  Bb-         71/96   voff=127
BA    3   CR         1   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR         1   TR  8   CH 10   NT  F#--        23/96   von=124   voff=124
BA    3   CR    1+1/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+1/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+1/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+1/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+5/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+1/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+7/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+1/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+3/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+5/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+11/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/8   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+13/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+7/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+5/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/6   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+17/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+3/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+19/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+5/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+7/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+11/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+23/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/4   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/4   TR  8   CH 10   NT  F#--        23/96   voff=124
BA    3   CR   1+25/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+13/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+9/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+7/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+29/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+5/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+31/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/3   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+11/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+17/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+35/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+3/8   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+37/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+19/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+13/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+5/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+41/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+7/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+43/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+11/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+15/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+23/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+47/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/2   TR  6   CH  8   NT  G--         47/96   voff=127
BA    3   CR     1+1/2   TR  7   CH  9   NT  G--         47/96   voff=127
BA    3   CR     1+1/2   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR     1+1/2   TR  8   CH 10   NT  F#--        23/96   voff=124
BA    3   CR   1+49/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+25/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+17/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+13/24   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+53/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+9/16   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+55/96   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR    1+7/12   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+19/32   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+29/48   TR  8   CH 10   ST &E9 &7F &7F
BA    3   CR   1+59/96   TR  8   CH 10   ST &E9 &7F &7F
